# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   28.03803804    0.01723386
   28.07807808    0.01727631
   28.11811812    0.01730457
   28.15815816    0.01731400
   28.19819820    0.01730056
   28.23823824    0.01726100
   28.27827828    0.01719307
   28.31831832    0.01709569
   28.35835836    0.01696895
   28.39839840    0.01681413
   28.43843844    0.01663359
   28.47847848    0.01643055
   28.51851852    0.01620891
   28.55855856    0.01597295
   28.59859860    0.01572714
   28.63863864    0.01547586
   28.67867868    0.01522325
   28.71871872    0.01497303
   28.75875876    0.01472842
   28.79879880    0.01449209
   28.83883884    0.01426612
   28.87887888    0.01405200
   28.91891892    0.01385070
   28.95895896    0.01366267
   28.99899900    0.01348793
   29.03903904    0.01332613
   29.07907908    0.01317663
   29.11911912    0.01303857
   29.15915916    0.01291094
   29.19919920    0.01279268
   29.23923924    0.01268271
   29.27927928    0.01258000
   29.31931932    0.01248361
   29.35935936    0.01239271
   29.39939940    0.01230655
   29.43943944    0.01222454
   29.47947948    0.01214616
   29.51951952    0.01207098
   29.55955956    0.01199866
   29.59959960    0.01192890
   29.63963964    0.01186150
   29.67967968    0.01179628
   29.71971972    0.01173312
   29.75975976    0.01167193
   29.79979980    0.01161265
   29.83983984    0.01155521
   29.87987988    0.01149950
   29.91991992    0.01144537
   29.95995996    0.01139259
   30.00000000    0.01134083
